date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:43:52	290760/290760	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:24%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/swiper.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/swiper.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:52	3282/3282	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:22%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/sal.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/sal.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:53	71157/71157	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:22%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/gsap.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/gsap.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:54	15590/15590	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:24%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/SplitText.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/SplitText.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:54	3972/3972	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:22%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/ScrollToPlugin.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/ScrollToPlugin.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:54	12060/12060	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:22%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/ScrollSmoother.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/ScrollSmoother.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:54	40596/40596	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:24%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/ScrollTrigger.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/ScrollTrigger.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:55	22508/22508	---M--	200	added ('OK')	application/javascript	date:Sun,%2031%20Dec%202023%2005:17:16%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/main.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/main.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:43:55	35836/35836	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2003%20Oct%202023%2018:01:06%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/fonts/icomoon.eot?n5v3tr	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/fonts/icomoon2522.eot	(from https://softcoders.net/products/html/poliox-dark-html/assets/css/ico-fonts.css)
16:43:56	35672/35672	---M--	200	added ('OK')	font/ttf	date:Tue,%2003%20Oct%202023%2018:01:06%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/fonts/icomoon.ttf?n5v3tr	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/fonts/icomoon2522.ttf	(from https://softcoders.net/products/html/poliox-dark-html/assets/css/ico-fonts.css)
16:43:56	35748/35748	---M--	200	added ('OK')	font/woff	date:Tue,%2003%20Oct%202023%2018:01:06%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/fonts/icomoon.woff?n5v3tr	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/fonts/icomoon2522.woff	(from https://softcoders.net/products/html/poliox-dark-html/assets/css/ico-fonts.css)
16:43:57	140141/140141	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:06%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/fonts/icomoon.svg?n5v3tr	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/fonts/icomoon2522.svg	(from https://softcoders.net/products/html/poliox-dark-html/assets/css/ico-fonts.css)
16:43:59	403228/403228	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2003%20Oct%202023%2018:01:06%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.eot?t=1590207869815	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicondf6d.eot	(from https://softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.css)
16:44:07	125268/125268	---M--	200	added ('OK')	font/woff2	date:Tue,%2003%20Oct%202023%2018:01:08%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.woff2?t=1590207869815	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicondf6d.woff2	(from https://softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.css)
16:44:12	80433/80433	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202023%2018:01:22%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/js/bootstrap.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:44:20	172876/172876	---M--	200	added ('OK')	font/woff	date:Tue,%2003%20Oct%202023%2018:01:08%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.woff?t=1590207869815	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicondf6d.woff	(from https://softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.css)
16:45:27	84579/84579	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2018:01:10%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/bg/portfolio-bg.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/bg/portfolio-bg.jpg	(from https://softcoders.net/products/html/poliox-dark-html/assets/css/style.css)
16:45:39	1195522/1195522	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Oct%202023%2018:01:08%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.svg?t=1590207869815	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicondf6d.svg	(from https://softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.css)
16:45:39	148471/148471	---M-Z	200	added ('OK')	application/javascript	etag:W/%22243f7-GlT6gXpJEI398udc4q5QfwB6wr0%22	https://cdn.jsdelivr.net/npm/swiper/swiper-bundle.min.js	C:/My%20Web%20Sites/portfolio2/cdn.jsdelivr.net/npm/swiper/swiper-bundle.min.js	(from https://softcoders.net/products/html/poliox-dark-html/)
16:46:36	1172092/1172092	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2018:01:10%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/bg/project.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/bg/project.jpg	(from https://softcoders.net/products/html/poliox-dark-html/assets/css/style.css)
16:46:42	403056/403056	---M--	200	added ('OK')	font/ttf	date:Tue,%2003%20Oct%202023%2018:01:08%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.ttf?t=1590207869815	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicondf6d.ttf	(from https://softcoders.net/products/html/poliox-dark-html/assets/fonts/remixicon.css)
16:46:50	15667/15667	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2018:01:08%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/bg/cta.jpg	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/bg/cta.jpg	(from https://softcoders.net/products/html/poliox-dark-html/assets/css/style.css)
16:46:54	93973/93973	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202023%2018:01:08%20GMT	https://softcoders.net/products/html/poliox-dark-html/assets/images/bg/bg-shape.png	C:/My%20Web%20Sites/portfolio2/softcoders.net/products/html/poliox-dark-html/assets/images/bg/bg-shape.png	(from https://softcoders.net/products/html/poliox-dark-html/assets/css/style.css)
